Date,Open,High,Low,Close,Adj_close,Volume
2010-06-29,19.0,25.0,17.54000092,23.88999939,23.88999939,18766300
2010-06-30,25.79000092,30.42000008,23.29999924,23.82999992,23.82999992,17187100
2010-07-01,25.0,25.92000008,20.27000046,21.95999908,21.95999908,8218800
2010-07-02,23.0,23.10000038,18.70999908,19.20000076,19.20000076,5139800
2010-07-06,20.0,20.0,15.82999992,16.11000061,16.11000061,6866900
2010-07-07,16.39999962,16.62999916,14.97999954,15.80000019,15.80000019,6921700
2010-07-08,16.13999939,17.52000046,15.56999969,17.45999908,17.45999908,7711400
2010-07-09,17.57999992,17.89999962,16.54999924,17.39999962,17.39999962,4050600
2010-07-12,17.95000076,18.06999969,17.0,17.04999924,17.04999924,2202500
2010-07-13,17.38999939,18.63999939,16.89999962,18.13999939,18.13999939,2680100
2010-07-14,17.94000053,20.14999962,17.76000023,19.84000015,19.84000015,4195200
2010-07-15,19.94000053,21.5,19.0,19.88999939,19.88999939,3739800
2010-07-16,20.70000076,21.29999924,20.04999924,20.63999939,20.63999939,2621300
2010-07-19,21.37000084,22.25,20.92000008,21.90999985,21.90999985,2486500
2010-07-20,21.85000038,21.85000038,20.04999924,20.29999924,20.29999924,1825300
2010-07-21,20.65999985,20.89999962,19.5,20.21999931,20.21999931,1252500
2010-07-22,20.5,21.25,20.37000084,21.0,21.0,957800
2010-07-23,21.19000053,21.55999947,21.05999947,21.29000092,21.29000092,653600
2010-07-26,21.5,21.5,20.29999924,20.95000076,20.95000076,922200
2010-07-27,20.90999985,21.18000031,20.26000023,20.54999924,20.54999924,619700
2010-07-28,20.54999924,20.89999962,20.51000023,20.71999931,20.71999931,467200
2010-07-29,20.77000046,20.87999916,20.0,20.35000038,20.35000038,616000
2010-07-30,20.20000076,20.44000053,19.54999924,19.94000053,19.94000053,426900
2010-08-02,20.5,20.96999931,20.32999992,20.92000008,20.92000008,718100
2010-08-03,21.0,21.95000076,20.81999969,21.95000076,21.95000076,1230500
2010-08-04,21.95000076,22.18000031,20.85000038,21.26000023,21.26000023,913000
